iter	Logloss
693	0.02516144364
694	0.02508039791
695	0.02502915996
696	0.02497393763
697	0.02491497367
698	0.02481148109
699	0.02476699046
700	0.02469690296
701	0.02464679865
702	0.02461640761
703	0.02454786048
704	0.02450231164
705	0.02444674754
706	0.02439127663
707	0.02434653991
708	0.02432159473
709	0.02428665851
710	0.02424916348
711	0.02421206432
712	0.0241616836
713	0.02411891152
714	0.02409767273
715	0.02406661768
716	0.02402072972
717	0.02397258116
718	0.02392379408
719	0.02388079992
720	0.02382294452
721	0.02376705982
722	0.02373082814
723	0.02369222697
724	0.02362559758
725	0.02359027783
726	0.02355878283
727	0.02351300188
728	0.02342722322
729	0.02337548384
730	0.02332063242
731	0.0232657361
732	0.02322078568
733	0.0232053458
734	0.02314325896
735	0.02309268495
736	0.0230200801
737	0.02299869665
738	0.02292618719
739	0.02290889448
740	0.02288009885
741	0.02284630822
742	0.02279287716
743	0.02277068608
744	0.02274199965
745	0.02270329587
746	0.02265648928
747	0.02261200541
748	0.022574614
749	0.02251503002
750	0.02248598936
751	0.02244672389
752	0.02237664894
753	0.02230577173
754	0.02229174104
755	0.02224564577
756	0.02219672637
757	0.02213972746
758	0.02209578845
759	0.02206673018
760	0.02202692128
761	0.0219790162
762	0.02194572568
763	0.02193019168
764	0.02186237861
765	0.02181924853
766	0.02177783435
767	0.02172732133
768	0.02167590541
769	0.02162856119
770	0.02157927659
771	0.02151806577
772	0.0214848809
773	0.02146534399
774	0.0214197933
775	0.0213880036
776	0.02135760933
777	0.02132442638
778	0.02126879009
779	0.02122368772
780	0.02118821604
781	0.02115967638
782	0.02114777157
783	0.02112821503
784	0.02108352702
785	0.02104978071
786	0.02098108629
787	0.02096380146
788	0.02089706923
789	0.02086415149
790	0.02078982224
791	0.02073468915
792	0.02071012878
793	0.02066454276
794	0.02062725277
795	0.02060603438
796	0.02054736729
797	0.02051723681
798	0.02046520477
799	0.02040795375
800	0.02035154752
801	0.02027973429
802	0.02023990125
803	0.02020327254
804	0.02017484613
805	0.02014429761
806	0.02011712205
807	0.02007535339
808	0.02004683926
809	0.02002160545
810	0.0199883902
811	0.01997049552
812	0.01992360265
813	0.01987944275
814	0.01984943757
815	0.01979037638
816	0.01976181016
817	0.01970546591
818	0.01963368966
819	0.0196090172
820	0.01958107418
821	0.01955355893
822	0.01948913598
823	0.01946069255
824	0.01942241001
825	0.01939357818
826	0.01935892398
827	0.01933793064
828	0.01930953606
829	0.01927500671
830	0.01920171853
831	0.01914320669
832	0.01910851033
833	0.01905288917
834	0.01903734248
835	0.01899195252
836	0.01896497352
837	0.01891989577
838	0.01888105703
839	0.01884726443
840	0.01882024492
841	0.01877771237
842	0.01873733177
843	0.01870142814
844	0.01866778135
845	0.01863166952
846	0.0186202789
847	0.01860049334
848	0.01857105897
849	0.01852350264
850	0.01849921258
851	0.01846537772
852	0.01842545173
853	0.01840266189
854	0.01835532511
855	0.01831729004
856	0.01830299292
857	0.01824209227
858	0.01821505337
859	0.01818697183
860	0.0181631954
861	0.01814536303
862	0.018115684
863	0.01809642668
864	0.01805066513
865	0.01801388907
866	0.01798837491
867	0.01795289101
868	0.01790703106
869	0.0178753019
870	0.01785355272
871	0.0178328041
872	0.01780550041
873	0.01777704272
874	0.01774789034
875	0.01773138196
876	0.01771633482
877	0.01769026366
878	0.01766965707
879	0.0176446199
880	0.01760850226
881	0.01758556539
882	0.01755734103
883	0.01750656471
884	0.01746878235
885	0.01745038405
886	0.01742137257
887	0.01740405711
888	0.01737857104
889	0.01734812152
890	0.01733349249
891	0.01728813118
892	0.01725823502
893	0.01722878827
894	0.01719598462
895	0.01718073728
896	0.01715066393
897	0.01711484336
898	0.01709214744
899	0.01707426317
900	0.01704896059
901	0.01702491358
902	0.01698967075
903	0.01697038954
904	0.01693114631
905	0.01691048875
906	0.01688174715
907	0.01686214843
908	0.01682250954
909	0.01679061034
910	0.01676822912
911	0.0167234972
912	0.01669758931
913	0.01664543998
914	0.01661265089
915	0.01656637809
916	0.01654439083
917	0.01651028606
918	0.01648092443
919	0.01645507228
920	0.01641847034
921	0.01636925401
922	0.01635178801
923	0.01631005787
924	0.01628005921
925	0.01624627828
926	0.01620057767
927	0.01617022828
928	0.01615977549
929	0.01614335144
930	0.01612700162
931	0.01610570501
932	0.01608115237
933	0.01605885711
934	0.01603482295
935	0.01601304868
936	0.01597229881
937	0.01594940711
938	0.01593351041
939	0.01590366011
940	0.01588282511
941	0.01585746854
942	0.01582246347
943	0.01579851967
944	0.01576366671
945	0.01575036899
946	0.01573101101
947	0.01569869247
948	0.01568320142
949	0.01563747
950	0.0156044463
951	0.01558925451
952	0.01556106993
953	0.01553815602
954	0.01551800116
955	0.01549734343
956	0.01548661039
957	0.01546821058
958	0.01543010646
959	0.01541750797
960	0.01539280374
961	0.0153594655
962	0.01532483248
963	0.01528646847
964	0.01526909447
965	0.0152239892
966	0.01519766952
967	0.01515761043
968	0.0151405928
969	0.01510284025
970	0.01508551516
971	0.01506201643
972	0.01503030041
973	0.0149983248
974	0.014982227
975	0.01497122063
976	0.01493744867
977	0.01492022279
978	0.01488323138
979	0.01485542002
980	0.01482782012
981	0.01478964981
982	0.01477006072
983	0.01474083942
984	0.01472422476
985	0.01470346701
986	0.01468044343
987	0.0146594676
988	0.0146115452
989	0.01459167275
990	0.01457449106
991	0.01454650649
992	0.01453500744
993	0.01450027234
994	0.01446872928
995	0.01445363363
996	0.01442457462
997	0.01439750185
998	0.0143735236
999	0.01434013961
