iter	Logloss
153	0.4921327603
154	0.4913889205
155	0.4906380594
156	0.4899368471
157	0.4892331902
158	0.4887422589
159	0.487967323
160	0.4874071307
161	0.4866166659
162	0.4861066171
163	0.4857265739
164	0.485122501
165	0.4843479034
166	0.4837041165
167	0.4831243518
168	0.4821691129
169	0.4813746808
170	0.4810538958
171	0.4800238581
172	0.4792370524
173	0.4785673926
174	0.4778341857
175	0.47672073
176	0.4762428825
177	0.4756863404
178	0.4753598638
179	0.4745693337
180	0.4739315493
181	0.4732976094
182	0.4728725984
183	0.4723416822
184	0.4715869885
185	0.4707826219
186	0.4705665411
187	0.4696105231
188	0.4689313285
189	0.4683009425
190	0.467639222
191	0.4670223828
192	0.4665209441
193	0.4659796353
194	0.4653754218
195	0.4647397386
196	0.4641708365
197	0.4635379331
198	0.4629466979
199	0.4626216565
200	0.4619885713
201	0.4614500661
202	0.4609306701
203	0.4603484505
204	0.4598970548
205	0.4592658733
206	0.458829122
207	0.4581942077
208	0.4576913699
209	0.4571476128
210	0.4567322854
211	0.4562480875
212	0.4557886856
213	0.4553687256
214	0.4550033392
215	0.4546564149
216	0.4540018695
217	0.4537291306
218	0.4530121336
219	0.4527126669
220	0.4520413065
221	0.4514576388
222	0.4512717498
223	0.4509615878
224	0.4505634512
225	0.4501238333
226	0.4495662397
227	0.4491547375
228	0.4486726361
229	0.4482630694
230	0.4478842233
231	0.4474210686
232	0.4469405496
233	0.4464072708
234	0.4460314054
235	0.4456881108
236	0.4453099662
237	0.4449941907
238	0.4443379369
239	0.4439587477
240	0.4434618358
241	0.4430029854
242	0.442613466
243	0.4421612235
244	0.4418175432
245	0.4414375704
246	0.4411007459
247	0.4406459056
248	0.4402862074
249	0.4398279321
250	0.439425396
251	0.4390188682
252	0.4383645271
253	0.4378605599
254	0.4375065305
255	0.4370563969
256	0.4365210031
257	0.4358154676
258	0.4354221289
259	0.435088371
260	0.4348180018
261	0.4345429683
262	0.4342599297
263	0.4333402716
264	0.4331073478
265	0.4326303401
266	0.432019508
267	0.431638945
268	0.4315016548
269	0.4311777796
270	0.4306463224
271	0.4300901695
272	0.4296725901
273	0.4294040417
274	0.4289232401
275	0.4286698776
276	0.4283439416
277	0.428036721
278	0.4277667906
279	0.4273273499
280	0.4270971449
281	0.4266375642
282	0.4264182802
283	0.4261865098
284	0.4258072776
285	0.4254124905
286	0.4246771007
287	0.4244707503
288	0.4238293609
289	0.423433698
290	0.4232106912
291	0.4226371755
292	0.4222101122
293	0.421678706
294	0.4213857983
295	0.4210642187
296	0.4208835262
297	0.4204708413
298	0.4202003273
299	0.4196876014
300	0.4194315039
301	0.4193924437
302	0.4191615526
303	0.4187775951
304	0.4183096434
305	0.4181321228
306	0.4174265903
307	0.4170163371
308	0.4166857731
309	0.4164452123
310	0.4158949141
311	0.4154713232
312	0.4151200325
313	0.4149720857
314	0.414847537
315	0.4146483595
316	0.4142486176
317	0.4141084981
318	0.4139390979
319	0.4136800329
320	0.4133418846
321	0.4130639856
322	0.4126910005
323	0.412337293
324	0.4118701043
325	0.4116645005
326	0.4113868286
327	0.410791125
328	0.4103053658
329	0.4100755995
330	0.4097420533
331	0.4093645647
332	0.4090615792
333	0.4086430477
334	0.4084942997
335	0.4083163467
336	0.4082075116
337	0.407944701
338	0.4077100486
339	0.4074697926
340	0.4072288082
341	0.4070955683
342	0.406866963
343	0.4064861599
344	0.4061134469
345	0.405847832
346	0.4055826039
347	0.405395557
348	0.4052697386
349	0.4049818325
350	0.4047953051
351	0.4046003691
352	0.4039354183
353	0.4036418857
354	0.4034062725
355	0.4030525811
356	0.4029169724
357	0.4026208279
358	0.4023986287
359	0.4021168621
360	0.4018526478
361	0.4015577537
362	0.4010745459
363	0.4009482379
364	0.4004799566
365	0.4003082207
366	0.4000822708
367	0.399933024
368	0.3995201728
369	0.3992732412
370	0.3991235397
371	0.3988329046
372	0.3986389527
373	0.3983308524
374	0.398192761
375	0.397862299
376	0.3977059541
377	0.3974215789
378	0.3972621626
379	0.3970176195
380	0.3968492346
381	0.396368114
382	0.3961638623
383	0.3959857984
384	0.3957978941
385	0.3956066646
386	0.3954240097
387	0.3952451633
388	0.3950067281
389	0.3945461767
390	0.3941394596
391	0.3938126067
392	0.3935830869
393	0.3931536174
394	0.3928763549
395	0.3927230163
396	0.3925114264
397	0.392497623
398	0.3921448797
399	0.3919308948
400	0.391913079
401	0.391686339
402	0.3914699543
403	0.3912003636
404	0.3909619501
405	0.3907673648
406	0.3905810786
407	0.3902851848
408	0.3901077342
409	0.3898730768
410	0.3896130136
411	0.3894468852
412	0.389300704
413	0.3892474324
414	0.3890400463
415	0.3889344789
416	0.3887269486
417	0.3881970475
418	0.3880742262
419	0.3878647548
420	0.3875464151
421	0.3871856382
422	0.3869914462
423	0.3868743283
424	0.3866960859
425	0.3864699949
426	0.3861355365
427	0.3857733377
428	0.3856860645
429	0.3854784183
430	0.385342817
431	0.3851458116
432	0.3849732532
433	0.3848519553
434	0.3844360039
435	0.3842067326
436	0.3840528667
437	0.3838383458
438	0.3834842068
439	0.3833233484
440	0.3831846881
441	0.3829201782
442	0.3823470603
443	0.3820885992
444	0.3816881845
445	0.3815208429
446	0.381316808
447	0.3811274365
448	0.3808983989
449	0.3807930723
450	0.3805509571
451	0.3804029347
452	0.3803487495
453	0.3801979417
454	0.3799847593
455	0.3798808784
456	0.379653048
457	0.3795485132
458	0.3794516124
459	0.3791166277
460	0.3788994172
461	0.3786722551
462	0.3785537873
463	0.3782264637
464	0.3779828407
465	0.3778048436
466	0.3774782604
467	0.3773728186
468	0.3772258593
469	0.3770085858
470	0.376995594
471	0.3768287653
472	0.3765942127
473	0.3764055486
474	0.375994319
475	0.3758486994
476	0.3756405692
477	0.37530601
478	0.3751285162
479	0.3750099984
480	0.3748610554
481	0.3746318824
482	0.374535147
483	0.3744620079
484	0.3743866472
485	0.3741493407
486	0.3738897073
487	0.3737911557
488	0.3735972173
489	0.373378649
490	0.3731255446
491	0.3728649211
492	0.3727343377
493	0.3726705219
494	0.3725817593
495	0.3724000365
496	0.3722340245
497	0.3719134575
498	0.3716588965
499	0.3715182362
500	0.3714815261
501	0.3713765679
502	0.3712342823
503	0.3710705942
504	0.3709372829
505	0.3708511039
506	0.3706359836
507	0.3704219104
508	0.3702242283
509	0.3700480886
510	0.3699684926
511	0.3697866564
512	0.3695587041
513	0.3693679555
514	0.3692388087
515	0.3689838249
516	0.368777702
517	0.3685489939
518	0.3683974101
519	0.3680191017
520	0.3679400841
521	0.3678595033
522	0.3676477351
523	0.36749542
524	0.367404431
525	0.3671587684
526	0.367046949
527	0.3669127195
528	0.3666972556
529	0.3665873934
530	0.3665085874
531	0.366382974
532	0.3662172212
533	0.3659826372
534	0.3658475524
535	0.3656087525
536	0.3654795287
537	0.3653895767
538	0.3651883448
539	0.3647487507
540	0.3645567018
541	0.3644758794
542	0.364261456
543	0.3639139744
544	0.3636506241
545	0.3634820405
546	0.3632930675
547	0.3631793069
548	0.3630935196
549	0.3629107307
550	0.3627764602
551	0.3625800756
552	0.3623964395
553	0.36226093
554	0.3620793437
555	0.361886504
556	0.3618190041
557	0.3615563203
558	0.3614905032
559	0.3613133828
560	0.361292953
561	0.3609987111
562	0.3606970807
563	0.3605963914
564	0.3603785218
565	0.3602045289
566	0.3601377507
567	0.3598968426
568	0.3596663867
569	0.3593451002
570	0.359279994
571	0.3591847617
572	0.3589167495
573	0.3587399657
574	0.3585325982
575	0.3583448184
576	0.3582786338
577	0.3582372437
578	0.3580671507
579	0.3579346326
580	0.3577040285
581	0.3576636743
582	0.3575691098
583	0.3570577514
584	0.356825124
585	0.3567771437
586	0.356705012
587	0.356402897
588	0.3562336904
589	0.3561366966
590	0.3557252295
591	0.3554919997
592	0.3552409838
593	0.3551751964
594	0.3550419477
595	0.3547857221
596	0.3546153107
597	0.3543592592
598	0.3541700187
599	0.3540636006
600	0.3539508495
601	0.3538034784
602	0.3536358399
603	0.353514061
604	0.3531803002
605	0.3531280237
606	0.3529409883
607	0.3528216254
608	0.3526799415
609	0.3525885415
610	0.3525391241
611	0.3521301549
612	0.3519875215
613	0.3518952715
614	0.3516417136
615	0.3515355068
616	0.3514768058
617	0.3513857274
618	0.3512654026
619	0.3511693014
620	0.3509622894
621	0.3508220274
622	0.3507717415
623	0.350595263
624	0.3504021799
625	0.3503006902
626	0.3500715418
627	0.349870548
628	0.3497269315
629	0.3495758807
630	0.3494763694
631	0.3493063016
632	0.3491990407
633	0.3489272936
634	0.3486712205
635	0.3485309415
636	0.3484458942
637	0.3483706916
638	0.3481789913
639	0.3480741657
640	0.3478394188
641	0.347516658
642	0.3472981724
643	0.3472090013
644	0.3471140738
645	0.3470102124
646	0.3469154611
647	0.3468470331
648	0.3467008861
649	0.346587209
650	0.3463998731
651	0.3462352082
652	0.3461659779
653	0.3460354235
654	0.3458725914
655	0.3456734239
656	0.3453056416
657	0.3452474299
658	0.3451357083
659	0.3450246876
660	0.3449839662
661	0.3448207894
662	0.3445803918
663	0.3444688594
664	0.3443276775
665	0.3442843521
666	0.3440582608
667	0.3439919559
668	0.3438748518
669	0.3437044218
670	0.3434899612
671	0.3433668771
672	0.3431502382
673	0.3430252718
674	0.3428520078
675	0.3425874045
676	0.3423467346
677	0.3421236476
678	0.3419999974
679	0.3419243408
680	0.3417283391
681	0.3415755438
682	0.3414918837
683	0.3414006737
684	0.3412108309
685	0.3410628123
686	0.3408110034
687	0.3406750504
688	0.3405601563
689	0.3404402739
690	0.3403679087
691	0.3402244856
692	0.3401829118
693	0.3400957321
694	0.3399685672
695	0.3398048348
696	0.3396959085
697	0.3394370921
698	0.3393261568
699	0.3391971613
700	0.3389573347
701	0.3388554164
702	0.3387454136
703	0.3385344322
704	0.3383207549
705	0.3382633232
706	0.3380441537
707	0.3378153115
708	0.3376531826
709	0.3375863832
710	0.3374250393
711	0.3373381764
712	0.3373018692
713	0.3372366227
714	0.3370766977
715	0.3368576423
716	0.3367379649
717	0.3363571123
718	0.3361514169
719	0.3360246269
720	0.3359353885
721	0.3356425927
722	0.3355149655
723	0.3353421434
724	0.3350313677
725	0.3348911327
726	0.3347656826
727	0.3345334824
728	0.3343506555
729	0.3342088774
730	0.3341439058
731	0.3340656454
732	0.3339571328
733	0.3338452027
734	0.3337561688
735	0.3334911891
736	0.3333703822
737	0.3332369981
738	0.3329143194
739	0.3326595462
740	0.3323422632
741	0.3322346597
742	0.3321071035
743	0.3319753311
744	0.3319555868
745	0.3318024548
746	0.3316720656
747	0.3316231694
748	0.3314363239
749	0.3313013861
750	0.3311452461
751	0.3310195658
752	0.3309106808
753	0.3308303441
754	0.3307019362
755	0.3306536832
756	0.3305164669
757	0.3303748249
758	0.3302687388
759	0.3301562777
760	0.3300439096
761	0.3298206663
762	0.3297033398
763	0.3295824745
764	0.3295095874
765	0.3294029881
766	0.3292270884
767	0.3292067924
768	0.3291363783
769	0.3290044088
770	0.3287454757
771	0.3286890915
772	0.3284978511
773	0.3284869826
774	0.3283562776
775	0.3282713248
776	0.3280759711
777	0.3279758588
778	0.3278333944
779	0.327810954
780	0.3277255588
781	0.3276264505
782	0.3274352955
783	0.327272297
784	0.3271590959
785	0.3268349792
786	0.3266148094
787	0.3264097636
788	0.3262377976
789	0.3259969963
790	0.3258447033
791	0.3254974877
792	0.3252662342
793	0.325058227
794	0.3249477472
795	0.3247426959
796	0.3246896832
797	0.3245556931
798	0.324427407
799	0.3243166472
800	0.3242161588
801	0.3240743531
802	0.3239463648
803	0.3237446128
804	0.3235634116
805	0.3234460725
806	0.3233445596
807	0.3233120581
808	0.3230771018
809	0.3229594096
810	0.3227788652
811	0.3226307179
812	0.3225472409
813	0.3223182067
814	0.3222078454
815	0.3220207558
816	0.3219105315
817	0.3218145941
818	0.3215007974
819	0.3213320277
820	0.3212263894
821	0.3210050391
822	0.3207788576
823	0.3205420734
824	0.320256177
825	0.3201063729
826	0.319851727
827	0.3196242932
828	0.3193664085
829	0.3192894175
830	0.3191574751
831	0.318904558
832	0.3185138748
833	0.3183623003
834	0.3179935068
835	0.3179868525
836	0.3176692
837	0.3175360858
838	0.3174162535
839	0.317354978
840	0.3172527015
841	0.3172246798
842	0.3171156185
843	0.3169318041
844	0.3166572931
845	0.3165908742
846	0.3164639352
847	0.3163164114
848	0.3162317478
849	0.3161168081
850	0.3158962898
851	0.3158130096
852	0.3157383159
853	0.315675978
854	0.3156333259
855	0.315552705
856	0.3155463919
857	0.3153774039
858	0.3152155974
859	0.3150338009
860	0.3148242942
861	0.3147039671
862	0.3145928678
863	0.3144137874
864	0.3142939759
865	0.3139525355
866	0.3138739773
867	0.3138127844
868	0.3137021183
869	0.3136291271
870	0.3135521722
871	0.3134085938
872	0.3133251685
873	0.3130094607
874	0.3129511706
875	0.3128089319
876	0.3127213706
877	0.3125348267
878	0.3123245091
879	0.3120989319
880	0.3119717357
881	0.3118058202
882	0.3117290145
883	0.3116953367
884	0.3114687001
885	0.3113061124
886	0.3113049681
887	0.3112154682
888	0.3110427819
889	0.3110055095
890	0.3107756309
891	0.3106275883
892	0.3104678504
893	0.3103732651
894	0.3102623111
895	0.3101313362
896	0.3100538256
897	0.3098814507
898	0.3096945887
899	0.3096037691
900	0.3094078399
901	0.3093056577
902	0.3091150204
903	0.3089399254
904	0.3088248296
905	0.3086301977
906	0.3085417253
907	0.3084509263
908	0.3084455042
909	0.308389209
910	0.3082964588
911	0.3081009733
912	0.3078146743
913	0.3074961377
914	0.3074576615
915	0.3072939937
916	0.3072691567
917	0.3071496099
918	0.3069269103
919	0.306716914
920	0.3065605687
921	0.3062452072
922	0.3060934204
923	0.3060375204
924	0.3057385158
925	0.3055862308
926	0.3054846649
927	0.3051018355
928	0.3049467686
929	0.3049059679
930	0.304779697
931	0.3045598377
932	0.3044307482
933	0.304386571
934	0.3042002045
935	0.3040947628
936	0.3039273234
937	0.3037995334
938	0.303703987
939	0.3035922823
940	0.30345222
941	0.3034179446
942	0.3032570171
943	0.3030414494
944	0.3029213159
945	0.3027353661
946	0.3027149365
947	0.3025871997
948	0.3024061591
949	0.3022583089
950	0.3020143077
951	0.301983363
952	0.3018043657
953	0.3016326494
954	0.3015541378
955	0.3014357476
956	0.3013902934
957	0.301114379
958	0.301022021
959	0.3008891069
960	0.3007961503
961	0.3006905612
962	0.300574698
963	0.3005219807
964	0.3003909015
965	0.3003845411
966	0.3002807455
967	0.3001729742
968	0.300023321
969	0.2999164914
970	0.2997875737
971	0.2995000506
972	0.2994067587
973	0.2992953691
974	0.2992207892
975	0.2990235423
976	0.2988464416
977	0.2986315573
978	0.2984360006
979	0.2982891532
980	0.2981236347
981	0.2979322966
982	0.2977742823
983	0.2976137388
984	0.297251291
985	0.2971183363
986	0.2969993851
987	0.2968499623
988	0.2967064251
989	0.2966406667
990	0.2964274455
991	0.2962137498
992	0.2961105469
993	0.2960502828
994	0.2958714346
995	0.2957365334
996	0.295566031
997	0.2955393356
998	0.2953722702
999	0.2952295031
