iter	MultiClass
189	1.7134866
190	1.710511874
191	1.709226985
192	1.706955897
193	1.706126828
194	1.704262617
195	1.701932227
196	1.700685882
197	1.698888055
198	1.698328257
199	1.69800925
200	1.69635911
201	1.693836018
202	1.692997007
203	1.690343207
204	1.688318242
205	1.686653975
206	1.685135749
207	1.684332646
208	1.683833654
209	1.683625511
210	1.683130834
211	1.680898421
212	1.679582307
213	1.676482856
214	1.673737222
215	1.672949262
216	1.672374222
217	1.671962707
218	1.671444426
219	1.671261037
220	1.669707581
221	1.667326181
222	1.666012008
223	1.664579013
224	1.663674619
225	1.663186734
226	1.660672412
227	1.659719613
228	1.658567904
229	1.656367142
230	1.655289785
231	1.652997821
232	1.651078606
233	1.650706637
234	1.649006549
235	1.647694337
236	1.645237666
237	1.643363102
238	1.643035074
239	1.640998762
240	1.639515068
241	1.638877224
242	1.638028241
243	1.637049397
244	1.636756876
245	1.636359607
246	1.635765072
247	1.634565997
248	1.634305551
249	1.63331006
250	1.631422501
251	1.629974553
252	1.627863009
253	1.626033421
254	1.62385302
255	1.62194526
256	1.621646433
257	1.621279774
258	1.620906896
259	1.620549446
260	1.620036189
261	1.619292994
262	1.617080717
263	1.616758896
264	1.615610099
265	1.613685525
266	1.611207707
267	1.609488264
268	1.609180536
269	1.607626818
270	1.606525936
271	1.606162103
272	1.604940445
273	1.60452903
274	1.60372741
275	1.602700396
276	1.601846392
277	1.600635777
278	1.599135257
279	1.59828704
280	1.597728351
281	1.59658853
282	1.596326516
283	1.59442598
284	1.593692824
285	1.593336887
286	1.592471271
287	1.591332953
288	1.590509248
289	1.588643205
290	1.587497459
291	1.585325983
292	1.584996007
293	1.58460136
294	1.584086325
295	1.582127137
296	1.581526114
297	1.579078912
298	1.57857479
299	1.57579284
300	1.574489564
301	1.573019472
302	1.572479719
303	1.572043906
304	1.570187342
305	1.569439411
306	1.568290749
307	1.565993789
308	1.563575118
309	1.562408223
310	1.562095242
311	1.561543627
312	1.559468023
313	1.557255093
314	1.556081317
315	1.554690604
316	1.552739408
317	1.552638249
318	1.552080966
319	1.551287781
320	1.551011663
321	1.550698191
322	1.548931762
323	1.548627796
324	1.548027474
325	1.547320642
326	1.544488596
327	1.544038213
328	1.543019488
329	1.542393558
330	1.540369228
331	1.540234327
332	1.539774228
333	1.537278253
334	1.537124536
335	1.536677331
336	1.534500001
337	1.533596246
338	1.532356449
339	1.532064885
340	1.530353273
341	1.529299377
342	1.528340234
343	1.527637485
344	1.527346498
345	1.525540199
346	1.525124074
347	1.523752681
348	1.523350876
349	1.522649737
350	1.521178478
351	1.518990911
352	1.518128352
353	1.51789086
354	1.517208887
355	1.51626075
356	1.516051682
357	1.515342429
358	1.514951187
359	1.514538391
360	1.513000838
361	1.512558607
362	1.511676714
363	1.511535742
364	1.510290817
365	1.509849069
366	1.509648114
367	1.509494401
368	1.507904013
369	1.507074492
370	1.504761525
371	1.504337059
372	1.504118207
373	1.50384033
374	1.502965284
375	1.50210491
376	1.501118693
377	1.499240188
378	1.49842215
379	1.498233325
380	1.498041881
381	1.497089739
382	1.495030557
383	1.494665284
384	1.494243448
385	1.493923816
386	1.493169899
387	1.491869096
388	1.491326148
389	1.491143714
390	1.490420294
391	1.48911466
392	1.487872698
393	1.486253204
394	1.484299017
395	1.483857714
396	1.482559638
397	1.481765712
398	1.480997941
399	1.479845212
400	1.477854421
401	1.475393214
402	1.474755131
403	1.474521197
404	1.473396821
405	1.472401768
406	1.471714524
407	1.470473491
408	1.470193226
409	1.468337294
410	1.466636246
411	1.466331861
412	1.466119927
413	1.464276306
414	1.462215559
415	1.460800631
416	1.460143473
417	1.459112605
418	1.457047414
419	1.456588917
420	1.45615586
421	1.454248245
422	1.452782715
423	1.450424515
424	1.44947408
425	1.448771498
426	1.448540654
427	1.447112444
428	1.446728955
429	1.445721473
430	1.444949089
431	1.443641175
432	1.442621355
433	1.441022708
434	1.440939456
435	1.439742529
436	1.439524281
437	1.438553252
438	1.436688354
439	1.434689278
440	1.432973323
441	1.432365586
442	1.430263044
443	1.429887819
444	1.427883387
445	1.427079278
446	1.425681071
447	1.424055254
448	1.422550865
449	1.420988723
450	1.420303275
451	1.41886017
452	1.417975923
453	1.417551201
454	1.416647951
455	1.414996395
456	1.414346811
457	1.412594405
458	1.41219886
459	1.410652831
460	1.41044824
461	1.409388678
462	1.408869933
463	1.407036985
464	1.405810405
465	1.405201809
466	1.403350106
467	1.402628435
468	1.402323825
469	1.400426521
470	1.399676777
471	1.398623672
472	1.39735272
473	1.395658035
474	1.394088765
475	1.39279504
476	1.392500476
477	1.391954254
478	1.390275213
479	1.389635184
480	1.389413466
481	1.388033573
482	1.386741699
483	1.385678727
484	1.38487023
485	1.383204354
486	1.381500982
487	1.38126848
488	1.38084006
489	1.380588889
490	1.380238541
491	1.378837026
492	1.377184769
493	1.376365591
494	1.374712742
495	1.372595879
496	1.372113022
497	1.370420098
498	1.369682278
499	1.367772416
500	1.366081842
501	1.364669703
502	1.364450825
503	1.36322484
504	1.362091899
505	1.361968109
506	1.361852367
507	1.361440897
508	1.360092656
509	1.359892965
510	1.359691205
511	1.358656512
512	1.356903314
513	1.356043218
514	1.354556144
515	1.353516189
516	1.351400141
517	1.350679249
518	1.350044573
519	1.348246742
520	1.346947113
521	1.346402281
522	1.345284123
523	1.345143875
524	1.343453577
525	1.341766983
526	1.340441153
527	1.339299271
528	1.338036129
529	1.336401881
530	1.335542125
531	1.334719242
532	1.333202092
533	1.332358859
534	1.332005984
535	1.330462071
536	1.329817132
537	1.328700076
538	1.32837724
539	1.328038435
540	1.326574036
541	1.325971163
542	1.325597931
543	1.32440244
544	1.322775711
545	1.321003458
546	1.320769078
547	1.32057984
548	1.320304035
549	1.319883004
550	1.319203321
551	1.317697431
552	1.316607683
553	1.316407341
554	1.314523251
555	1.313689193
556	1.31248689
557	1.3115565
558	1.311221078
559	1.310844353
560	1.310275348
561	1.308764359
562	1.307094759
563	1.306188945
564	1.305932982
565	1.305822437
566	1.305057887
567	1.304027488
568	1.303645102
569	1.303316033
570	1.30244955
571	1.302251892
572	1.30143958
573	1.301003237
574	1.300244955
575	1.29881591
576	1.297366065
577	1.295841825
578	1.29462303
579	1.293252942
580	1.291538059
581	1.291074562
582	1.290436542
583	1.290051837
584	1.289135482
585	1.287318393
586	1.286131866
587	1.284789594
588	1.283465304
589	1.283243244
590	1.281464875
591	1.280672786
592	1.280329621
593	1.278917516
594	1.278474112
595	1.277338012
596	1.277185769
597	1.276909582
598	1.276551681
599	1.276168695
600	1.274467125
601	1.272800418
602	1.271533884
603	1.271315958
604	1.271181475
605	1.270010972
606	1.269069913
607	1.267726323
608	1.266518407
609	1.264765676
610	1.264134756
611	1.262468573
612	1.262070739
613	1.261713142
614	1.260934101
615	1.260230157
616	1.259951755
617	1.259406599
618	1.259070112
619	1.257544558
620	1.257283241
621	1.256556941
622	1.255339266
623	1.25417634
624	1.252650124
625	1.251120047
626	1.249851384
627	1.249676071
628	1.249027613
629	1.248965071
630	1.247838357
631	1.246987672
632	1.245530943
633	1.245129358
634	1.245065873
635	1.244282046
636	1.243521154
637	1.243266522
638	1.242422576
639	1.241621675
640	1.241138542
641	1.241024385
642	1.240851774
643	1.240153006
644	1.240036401
645	1.238339436
646	1.236756369
647	1.236375743
648	1.234661486
649	1.234535189
650	1.23295433
651	1.231716604
652	1.230055792
653	1.229485661
654	1.229172692
655	1.228071366
656	1.227330272
657	1.226031014
658	1.225448405
659	1.224031328
660	1.22279791
661	1.222380743
662	1.22170394
663	1.221336192
664	1.220719183
665	1.220323608
666	1.219299952
667	1.218604167
668	1.218186005
669	1.217625401
670	1.217027732
671	1.216618462
672	1.216303825
673	1.215220523
674	1.21512755
675	1.213854269
676	1.212400488
677	1.211005614
678	1.210654743
679	1.210246977
680	1.210051438
681	1.208882466
682	1.208009973
683	1.206834611
684	1.205321456
685	1.204129955
686	1.203505195
687	1.202408892
688	1.201579228
689	1.200922164
690	1.19985047
691	1.198634567
692	1.198034539
693	1.197029916
694	1.195692577
695	1.195125078
696	1.194227527
697	1.193550136
698	1.192169363
699	1.191765186
700	1.190248102
701	1.189239238
702	1.188219412
703	1.186940159
704	1.18663768
705	1.186012268
706	1.185566243
707	1.185263145
708	1.184823518
709	1.18427926
710	1.184081425
711	1.182718444
712	1.181580246
713	1.18001935
714	1.178912011
715	1.178265799
716	1.177950114
717	1.177329568
718	1.176570545
719	1.175689561
720	1.174192335
721	1.174079212
722	1.172651396
723	1.171308859
724	1.171191656
725	1.17031724
726	1.170020819
727	1.169570089
728	1.168740518
729	1.167462246
730	1.16701779
731	1.166843457
732	1.166715212
733	1.165302311
734	1.165115941
735	1.164689309
736	1.164293962
737	1.163820201
738	1.162593032
739	1.161852101
740	1.16038784
741	1.158928139
742	1.158004134
743	1.157333505
744	1.156241583
745	1.15523734
746	1.155038261
747	1.153643724
748	1.153459299
749	1.152517899
750	1.15212615
751	1.151945356
752	1.151704975
753	1.151156586
754	1.149719906
755	1.148477615
756	1.147470045
757	1.147021737
758	1.146921179
759	1.146661574
760	1.146088714
761	1.145438842
762	1.144870858
763	1.144328639
764	1.143165003
765	1.142783948
766	1.141557733
767	1.140514121
768	1.139745782
769	1.138359971
770	1.137480394
771	1.137008881
772	1.136201495
773	1.134971312
774	1.133434456
775	1.13302485
776	1.1324562
777	1.130912714
778	1.130362112
779	1.12888642
780	1.128724451
781	1.128185367
782	1.127177277
783	1.125799771
784	1.125469003
785	1.124368467
786	1.123997613
787	1.12366558
788	1.123232708
789	1.122705865
790	1.122329683
791	1.121355305
792	1.119998962
793	1.119705739
794	1.11933361
795	1.118104913
796	1.11799994
797	1.117333489
798	1.11618175
799	1.115053205
800	1.11360352
801	1.112280795
802	1.111839703
803	1.110907214
804	1.109998252
805	1.108856297
806	1.108129934
807	1.107743991
808	1.1074069
809	1.10592844
810	1.105255029
811	1.104167727
812	1.103525838
813	1.102818993
814	1.102020069
815	1.101040452
816	1.100974013
817	1.100684341
818	1.100048784
819	1.098821039
820	1.09804739
821	1.096942154
822	1.096862189
823	1.096744142
824	1.096167521
825	1.095844697
826	1.094777475
827	1.09462782
828	1.094444813
829	1.093255102
830	1.092770878
831	1.09212471
832	1.090793002
833	1.089790551
834	1.08938987
835	1.088417571
836	1.087300894
837	1.087004287
838	1.086789806
839	1.085464369
840	1.084831952
841	1.08399128
842	1.083686886
843	1.083390636
844	1.082166464
845	1.08167663
846	1.081502211
847	1.081152561
848	1.081061471
849	1.080990329
850	1.080194936
851	1.079671481
852	1.078467758
853	1.078266941
854	1.077761611
855	1.076652044
856	1.075992581
857	1.075464983
858	1.074948536
859	1.074885556
860	1.074197902
861	1.073366923
862	1.07274293
863	1.071696208
864	1.07035663
865	1.06930911
866	1.069129053
867	1.068151212
868	1.067354958
869	1.066111991
870	1.064917461
871	1.064106655
872	1.063740553
873	1.062568393
874	1.061488655
875	1.061210163
876	1.060207413
877	1.059909501
878	1.059268838
879	1.058302525
880	1.057320006
881	1.056365014
882	1.055220869
883	1.054098465
884	1.053147532
885	1.052307702
886	1.05170103
887	1.051489627
888	1.051076851
889	1.050427291
890	1.050334153
891	1.04918151
892	1.048886062
893	1.048556486
894	1.047348542
895	1.046214808
896	1.045204831
897	1.044819727
898	1.044610654
899	1.044533791
900	1.044113922
901	1.04349844
902	1.04343063
903	1.042720932
904	1.042221775
905	1.041227177
906	1.040823288
907	1.039844102
908	1.038665124
909	1.038479708
910	1.037379007
911	1.037318761
912	1.036326517
913	1.036233679
914	1.035928264
915	1.035659087
916	1.034508011
917	1.033937284
918	1.033524393
919	1.032665721
920	1.031861651
921	1.030945789
922	1.030700848
923	1.029530038
924	1.029115177
925	1.027763383
926	1.027221651
927	1.026609215
928	1.02653973
929	1.025747278
930	1.025571946
931	1.02448718
932	1.024296125
933	1.023481691
934	1.023022507
935	1.022694022
936	1.022613487
937	1.021495176
938	1.02037254
939	1.020274638
940	1.019791854
941	1.019511494
942	1.018488545
943	1.017199625
944	1.01686951
945	1.016738805
946	1.015484513
947	1.014286496
948	1.013523554
949	1.012427311
950	1.012200517
951	1.011753378
952	1.010595791
953	1.009842002
954	1.008724216
955	1.008209499
956	1.00716586
957	1.006748884
958	1.005552598
959	1.005131733
960	1.004328376
961	1.003597333
962	1.002932047
963	1.002453272
964	1.00131082
965	1.000726714
966	1.000395081
967	0.9995931551
968	0.9990758674
969	0.9987534995
970	0.9976406465
971	0.9967382222
972	0.9958926794
973	0.9956478308
974	0.994631384
975	0.9934637441
976	0.9933205716
977	0.9928478465
978	0.9923168304
979	0.9912956242
980	0.9901843371
981	0.9889349674
982	0.9880226322
983	0.9878298045
984	0.9873118068
985	0.9872168464
986	0.9861439695
987	0.9856621462
988	0.9851282638
989	0.984027117
990	0.9835350606
991	0.9828218116
992	0.982263716
993	0.9819388858
994	0.9813499101
995	0.9806014439
996	0.9796947377
997	0.9788039633
998	0.9783471605
999	0.9780797362
