iter	Passed	Remaining
361	2512	4428
362	2519	4420
363	2525	4413
364	2532	4405
365	2538	4398
366	2545	4390
367	2552	4383
368	2558	4375
369	2565	4368
370	2572	4361
371	2579	4353
372	2585	4346
373	2592	4338
374	2599	4331
375	2605	4324
376	2613	4318
377	2620	4311
378	2626	4304
379	2633	4297
380	2640	4290
381	2647	4283
382	2654	4276
383	2661	4269
384	2668	4263
385	2675	4255
386	2682	4248
387	2688	4241
388	2695	4233
389	2702	4226
390	2709	4220
391	2716	4213
392	2723	4206
393	2730	4199
394	2737	4192
395	2743	4184
396	2750	4177
397	2757	4170
398	2764	4164
399	2771	4156
400	2777	4149
401	2785	4142
402	2792	4136
403	2798	4128
404	2805	4121
405	2812	4114
406	2819	4107
407	2826	4100
408	2832	4093
409	2839	4086
410	2846	4079
411	2853	4072
412	2860	4066
413	2867	4058
414	2874	4052
415	2881	4045
416	2888	4038
417	2895	4031
418	2901	4023
419	2908	4016
420	2915	4009
421	2922	4002
422	2928	3995
423	2935	3987
424	2943	3982
425	2950	3974
426	2956	3967
427	2963	3960
428	2970	3953
429	2976	3946
430	2983	3938
431	2990	3932
432	2996	3924
433	3003	3917
434	3010	3909
435	3016	3902
436	3023	3895
437	3030	3888
438	3037	3881
439	3043	3874
440	3050	3867
441	3057	3860
442	3064	3853
443	3071	3845
444	3077	3838
445	3084	3831
446	3091	3824
447	3098	3817
448	3105	3810
449	3111	3802
450	3118	3795
451	3125	3788
452	3131	3781
453	3138	3774
454	3145	3767
455	3152	3761
456	3159	3754
457	3166	3747
458	3173	3740
459	3180	3733
460	3187	3726
461	3194	3719
462	3200	3712
463	3207	3705
464	3214	3698
465	3221	3691
466	3228	3684
467	3234	3677
468	3241	3669
469	3247	3662
470	3255	3656
471	3262	3649
472	3269	3642
473	3275	3635
474	3282	3628
475	3289	3621
476	3296	3614
477	3303	3607
478	3310	3600
479	3317	3594
480	3324	3586
481	3331	3579
482	3337	3572
483	3344	3565
484	3351	3558
485	3359	3553
486	3367	3546
487	3373	3539
488	3380	3532
489	3387	3525
490	3394	3518
491	3401	3511
492	3408	3504
493	3415	3498
494	3421	3490
495	3428	3483
496	3435	3476
497	3441	3469
498	3448	3462
499	3456	3456
500	3464	3450
501	3471	3443
502	3478	3436
503	3485	3430
504	3491	3422
505	3498	3415
506	3505	3408
507	3512	3401
508	3519	3394
509	3525	3387
510	3532	3380
511	3539	3373
512	3546	3366
513	3552	3359
514	3559	3352
515	3566	3345
516	3573	3338
517	3580	3332
518	3587	3325
519	3594	3317
520	3601	3310
521	3607	3303
522	3614	3296
523	3621	3289
524	3628	3282
525	3634	3275
526	3641	3268
527	3648	3261
528	3656	3255
529	3663	3248
530	3670	3241
531	3677	3234
532	3683	3227
533	3690	3220
534	3697	3213
535	3704	3206
536	3711	3199
537	3717	3192
538	3724	3185
539	3731	3178
540	3738	3171
541	3744	3164
542	3751	3157
543	3758	3150
544	3765	3143
545	3771	3136
546	3778	3129
547	3785	3122
548	3792	3115
549	3799	3108
550	3805	3101
551	3812	3094
552	3819	3087
553	3826	3080
554	3834	3074
555	3841	3067
556	3847	3060
557	3855	3054
558	3862	3047
559	3869	3040
560	3876	3033
561	3883	3026
562	3890	3019
563	3896	3012
564	3903	3005
565	3909	2998
566	3916	2991
567	3925	2985
568	3932	2978
569	3939	2971
570	3946	2964
571	3952	2957
572	3959	2950
573	3966	2943
574	3972	2936
575	3979	2929
576	3986	2922
577	3993	2915
578	3999	2908
579	4006	2901
580	4013	2894
581	4019	2887
582	4026	2880
583	4033	2873
584	4040	2866
585	4047	2859
586	4053	2852
587	4061	2845
588	4068	2838
589	4074	2831
590	4081	2824
591	4088	2817
592	4095	2811
593	4102	2804
594	4109	2796
595	4115	2789
596	4122	2782
597	4129	2775
598	4136	2768
599	4143	2762
600	4150	2755
601	4156	2747
602	4163	2741
603	4170	2734
604	4177	2727
605	4183	2720
606	4191	2713
607	4197	2706
608	4205	2699
609	4211	2692
610	4218	2685
611	4226	2679
612	4233	2672
613	4239	2665
614	4246	2658
615	4253	2651
616	4259	2644
617	4266	2637
618	4274	2630
619	4281	2624
620	4288	2617
621	4295	2610
622	4302	2603
623	4309	2596
624	4316	2589
625	4322	2582
626	4329	2575
627	4337	2569
628	4346	2563
629	4352	2556
630	4360	2550
631	4368	2543
632	4376	2537
633	4383	2530
634	4391	2524
635	4398	2517
636	4405	2510
637	4413	2504
638	4420	2497
639	4428	2491
640	4436	2484
641	4444	2478
642	4451	2471
643	4460	2465
644	4468	2459
645	4476	2452
646	4484	2446
647	4492	2440
648	4504	2436
649	4513	2430
650	4522	2424
651	4530	2418
652	4539	2412
653	4547	2405
654	4555	2399
655	4563	2393
656	4571	2386
657	4579	2380
658	4588	2374
659	4595	2367
660	4604	2361
661	4612	2355
662	4621	2348
663	4628	2342
664	4636	2335
665	4644	2329
666	4652	2322
667	4660	2316
668	4669	2310
669	4677	2303
670	4687	2298
671	4695	2291
672	4704	2285
673	4712	2279
674	4720	2272
675	4728	2266
676	4736	2259
677	4744	2253
678	4752	2246
679	4760	2240
680	4768	2233
681	4776	2226
682	4783	2220
683	4791	2213
684	4799	2207
685	4807	2200
686	4814	2193
687	4822	2187
688	4830	2180
689	4837	2173
690	4844	2166
691	4852	2159
692	4860	2153
693	4868	2146
694	4876	2140
695	4885	2133
696	4892	2126
697	4900	2120
698	4907	2113
699	4914	2106
700	4922	2099
701	4929	2092
702	4937	2086
703	4944	2079
704	4952	2072
705	4960	2065
706	4968	2059
707	4976	2052
708	4984	2045
709	4991	2038
710	4999	2032
711	5007	2025
712	5015	2018
713	5022	2011
714	5030	2005
715	5038	1998
716	5045	1991
717	5053	1984
718	5061	1977
719	5068	1971
720	5077	1964
721	5085	1957
722	5092	1950
723	5100	1944
724	5108	1937
725	5116	1931
726	5123	1924
727	5132	1917
728	5139	1910
729	5147	1903
730	5154	1896
731	5162	1890
732	5169	1882
733	5175	1875
734	5183	1868
735	5190	1861
736	5197	1854
737	5204	1847
738	5211	1840
739	5218	1833
740	5225	1826
741	5232	1819
742	5239	1812
743	5246	1805
744	5253	1798
745	5260	1790
746	5267	1784
747	5275	1777
748	5283	1770
749	5290	1763
750	5297	1756
751	5304	1749
752	5311	1742
753	5318	1735
754	5324	1727
755	5332	1721
756	5339	1714
757	5346	1706
758	5353	1699
759	5360	1692
760	5367	1685
761	5374	1678
762	5380	1671
763	5387	1664
764	5394	1657
765	5402	1650
766	5408	1643
767	5416	1636
768	5422	1628
769	5429	1621
770	5436	1614
771	5443	1607
772	5449	1600
773	5456	1593
774	5463	1586
775	5470	1578
776	5476	1571
777	5483	1564
778	5490	1557
779	5497	1550
780	5504	1543
781	5511	1536
782	5518	1529
783	5525	1522
784	5532	1515
785	5539	1508
786	5546	1501
787	5553	1494
788	5560	1486
789	5567	1479
790	5574	1472
791	5580	1465
792	5587	1458
793	5594	1451
794	5600	1444
795	5607	1437
796	5614	1429
797	5620	1422
798	5627	1415
799	5634	1408
800	5641	1401
801	5648	1394
802	5655	1387
803	5663	1380
804	5669	1373
805	5676	1366
806	5683	1359
807	5690	1352
808	5698	1345
809	5705	1338
810	5712	1331
811	5719	1324
812	5727	1317
813	5735	1310
814	5742	1303
815	5748	1296
816	5755	1289
817	5762	1282
818	5769	1275
819	5776	1268
820	5783	1260
821	5789	1253
822	5796	1246
823	5804	1239
824	5811	1232
825	5817	1225
826	5824	1218
827	5831	1211
828	5838	1204
829	5845	1197
830	5851	1190
831	5858	1182
832	5865	1175
833	5872	1168
834	5878	1161
835	5885	1154
836	5893	1147
837	5900	1140
838	5907	1133
839	5914	1126
840	5921	1119
841	5928	1112
842	5936	1105
843	5943	1098
844	5950	1091
845	5957	1084
846	5963	1077
847	5970	1070
848	5977	1063
849	5984	1056
850	5990	1048
851	5997	1041
852	6004	1034
853	6011	1027
854	6019	1020
855	6025	1013
856	6032	1006
857	6039	999
858	6046	992
859	6052	985
860	6059	978
861	6066	971
862	6072	964
863	6079	957
864	6086	949
865	6094	942
866	6101	935
867	6108	928
868	6115	921
869	6122	914
870	6129	907
871	6137	900
872	6144	893
873	6150	886
874	6157	879
875	6164	872
876	6171	865
877	6177	858
878	6184	851
879	6191	844
880	6198	837
881	6204	830
882	6211	823
883	6217	815
884	6224	808
885	6231	801
886	6238	794
887	6245	787
888	6251	780
889	6258	773
890	6265	766
891	6271	759
892	6278	752
893	6285	745
894	6292	738
895	6300	731
896	6306	724
897	6313	717
898	6320	710
899	6327	703
900	6334	696
901	6342	689
902	6349	682
903	6356	675
904	6363	667
905	6369	660
906	6376	653
907	6383	646
908	6390	639
909	6396	632
910	6403	625
911	6410	618
912	6417	611
913	6424	604
914	6430	597
915	6437	590
916	6445	583
917	6452	576
918	6459	569
919	6466	562
920	6474	555
921	6481	548
922	6488	541
923	6495	534
924	6503	527
925	6509	520
926	6516	513
927	6523	506
928	6530	499
929	6537	492
930	6545	485
931	6552	478
932	6558	471
933	6565	463
934	6572	456
935	6579	449
936	6585	442
937	6592	435
938	6599	428
939	6605	421
940	6612	414
941	6619	407
942	6626	400
943	6633	393
944	6639	386
945	6646	379
946	6653	372
947	6660	365
948	6667	358
949	6673	351
950	6680	344
951	6686	337
952	6693	330
953	6700	323
954	6708	316
955	6715	309
956	6722	302
957	6729	295
958	6736	288
959	6743	280
960	6750	273
961	6757	266
962	6764	259
963	6771	252
964	6777	245
965	6785	238
966	6792	231
967	6799	224
968	6806	217
969	6813	210
970	6820	203
971	6826	196
972	6833	189
973	6840	182
974	6846	175
975	6853	168
976	6859	161
977	6866	154
978	6873	147
979	6880	140
980	6886	133
981	6893	126
982	6901	119
983	6908	112
984	6916	105
985	6923	98
986	6930	91
987	6937	84
988	6944	77
989	6951	70
990	6958	63
991	6965	56
992	6972	49
993	6979	42
994	6986	35
995	6993	28
996	7000	21
997	7006	14
998	7014	7
999	7020	0
